id,genre,track_name,artist_name,valence,energy,lyric,mood
7jPumBvn7m7l3nolkML3cZ,acoustic,Love The Way You Lie - Part III (Original Demo),Skylar Grey,0.232,0.248,Y,
5OVofGV3opkR1hq0C9RSCu,acoustic,100 Years,Five For Fighting,0.293,0.561,Y,
1nuqzCMgj2lxZCmpdCmIGv,acoustic,A Lack of Color,Various Artists,0.357,0.337,Y,
65n5737O8JVOzgy8wQawyi,acoustic,All That Matters,Justin Bieber,0.17,0.521,Y,
3xUZnzg858ZXHVGCYOuSKb,acoustic,And Tonight,Lily & Madeleine,0.196,0.314,Y,
6IQTaNmbMMO1mX3p8iwEBQ,acoustic,Angeles,Elliott Smith,0.588,0.0993,Y,
6akbXZeXdrWWsG77ZD3cuD,acoustic,Believe,Justin Bieber,0.508,0.847,Y,
1u3PLSZ2YkkUBuapHKz29w,acoustic,Best Thing I Never Had (made famous by Beyoncé),Megan & Liz,0.382,0.11,Y,
1ZmbLKxfrWh2ejFjiZxZPW,acoustic,Better Off - Live From Spotify London,HAIM,0.419,0.702,Y,
38xWaVFKaxZlMFvzNff2aW,acoustic,Breakeven,The Script,0.535,0.699,Y,
0rFOs9paloAvEtzwDX1Kmc,acoustic,Bubbly,Colbie Caillat,0.249,0.474,Y,
0knqVSsgD7C8yu5yNmQFbA,acoustic,Cannonball,Damien Rice,0.439,0.284,Y,
08kTO4EW0jb07zNsCNM83w,acoustic,Chariot,Gavin DeGraw,0.344,0.779,Y,
5jclmAX2XQp5G3b6K30UJl,acoustic,Clairvoyant,The Story So Far,0.137,0.352,Y,
0SwUDplbBp66rM5sMC0eD7,acoustic,Comin' Home,City and Colour,0.392,0.539,Y,
5bSPF76iSpI5p00BALV8uo,acoustic,"Daughters - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.407,0.38,Y,
1NdgDGYG4J827IvfeDgF4o,acoustic,Dear Mr. President,Various Artists,0.297,0.299,Y,
567EmmCbOtpEuaVC2zznU6,acoustic,Dirty Old Town,Craig Cardiff,0.328,0.418,Y,
3KZG39hHZiQrxFGLUaeWPb,acoustic,Distant Sun,Various Artists,0.331,0.611,Y,
71Qc66ucEtfXYUj6U2it9l,acoustic,Don't Stop Believin',Boyce Avenue,0.302,0.234,Y,
6cOve1ZkbX5aUPtBLBPu7F,acoustic,Don't You Worry Child,Beth,0.432,0.18,Y,
2xDDetMrYexhj1gKK634iC,acoustic,Don't You Worry Child,Kurt Hugo Schneider,0.287,0.386,Y,
5Gtn8HgCAo0TUiaKKgP6us,acoustic,Down in the Valley,The Head And The Heart,0.149,0.403,Y,
19HGCfn5RKs66kXs2bMsdt,acoustic,Down To Earth,Justin Bieber,0.155,0.718,Y,
7nnWIPM5hwE3DaUBkvOIpy,acoustic,Drive,Incubus,0.666,0.792,Y,
7f1722l0jzzDTwDD6PfvDh,acoustic,Drops Of Jupiter,Boyce Avenue,0.367,0.381,Y,
2hKdd3qO7cWr2Jo0Bcs0MA,acoustic,Drops of Jupiter (Tell Me),Train,0.497,0.638,Y,
4r9MqJ7MG26TFyxqr7PK01,acoustic,Emmylou,First Aid Kit,0.392,0.616,Y,
2bkobNV1AyahJ2sbGriUyW,acoustic,Fields of Gold (feat. Eva Cassidy),Michael Bolton,0.236,0.109,Y,
67zbwvJ9qPmkRn9xraQDj1,acoustic,Fireflies - Live From Spotify NYC,Owl City,0.733,0.506,Y,
5Mw3OMg0j3rJQzC54SO4Eb,acoustic,För kärlekens skull,Ted Gärdestad,0.229,0.375,Y,
6dmeWjx2U5G3o5IlBzllVt,acoustic,Further Away - Spotify - Rockfeedback Session,Ben Howard,0.253,0.348,Y,
11gqufRVufobe8jGNHmibY,acoustic,Gone Tomorrow,The Staves,0.0933,0.239,Y,
4oa14QBfWRDfJy2agySy0L,acoustic,Gravity,Sara Bareilles,0.231,0.275,Y,
1PUh1GENlvlgu0dW28I6tY,acoustic,"Hello, I'm In Delaware",City and Colour,0.388,0.458,Y,
7z7fquRFQFXt4Dj7ouWETq,acoustic,Hey There Delilah,Plain White T's,0.304,0.373,Y,
13yEuYLJYxPCLJR0KNOqpk,acoustic,High,James Blunt,0.446,0.602,Y,
5lxNrjf5UJhcsd8zx9AB1Y,acoustic,Home,Johnnyswim,0.524,0.628,Y,
10ViidwjGLCfVtGPfdcszR,acoustic,Home,Edward Sharpe & The Magnetic Zeros,0.127,0.59,Y,
3dTGR2oQA1XaC850o5oPdK,acoustic,Hotel California,Eagles,0.595,0.496,Y,
3B7udSGy2PfgoCniMSb523,acoustic,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Howard Shore,0.234,0.0549,Y,
2R6Jx4Hd30WrFSsBwfGpDY,acoustic,I Think It's Going To Rain Today - Live,Various Artists,0.198,0.0825,Y,
4BBFEhlXWJhNvQYT8Ozqq9,acoustic,I Will Be Blessed,Ben Howard,0.336,0.345,Y,
6OaYyjVlTuknHNGgheG73j,acoustic,If I Used To Love You,Daniel Lemma,0.684,0.404,Y,
6vrUTGn5p8IrfTZ0J6sIVM,acoustic,Iris,The Goo Goo Dolls,0.513,0.79,Y,
1z5r4yvjTbCJtXhauTuEjs,acoustic,It's Only Natural,Various Artists,0.235,0.229,Y,
0HZhYMZOcUzZKSFwPOti6m,acoustic,Jar of Hearts,Christina Perri,0.0886,0.348,Y,
1pSgEjlOI6HMkEkorlXNU6,acoustic,Jesse's Girl,Matt the Electrician,0.524,0.0751,Y,
3k9qjgu8zVKTEuJVJIYyc0,acoustic,Just Breathe,Pearl Jam,0.302,0.349,Y,
2ihCaVdNZmnHZWt0fvAM7B,acoustic,Little Talks,Of Monsters and Men,0.417,0.757,Y,
25J4d78ESH2MgAJoIakB8O,acoustic,Lost In The Light,Bahamas,0.246,0.267,Y,
2qppEPX84bYQmgBjCeF8FO,acoustic,Love Is All,The Tallest Man On Earth,0.354,0.254,Y,
4E6cwWJWZw2zWf7VFbH7wf,acoustic,Love Song,Sara Bareilles,0.573,0.786,Y,
2QaaXYzEzLio3POCFCI19r,acoustic,Machines,Biffy Clyro,0.31,0.337,Y,
5oCMnpuRd3rUL9clNWbjr0,acoustic,My Hero - Live,Foo Fighters,0.184,0.812,Y,
6mM3zAPOuNkNDytJCDGz96,acoustic,Naïve - BBC Radio 1's Jo Whiley's Live Lounge,Lily Allen,0.43,0.258,Y,
6jQlAObMMtULuYctlVjCLg,acoustic,No Aphrodisiac - Original,The Whitlams,0.636,0.607,Y,
5SdG78xwNRsjXmFGhm9Z8D,acoustic,Om du letar efter nån,Melissa Horn,0.658,0.284,Y,
0FwkLxm84A5P3YNlZzfM0J,acoustic,One Love,Justin Bieber,0.206,0.622,Y,
2ZaYFNn1YQuLSVdHhanr4Q,acoustic,Only You,Joshua Radin,0.831,0.255,Y,
5h3Wapr8ZukuHRZ5XMMejV,acoustic,Payphone,Jayesslee,0.653,0.281,Y,
2xwsf9FuFINP1X4FTsqZ7Q,acoustic,Peace,O.A.R.,0.493,0.721,Y,
0YywjDvFudcaHG74NuWISy,acoustic,People Help the People,Birdy,0.153,0.308,Y,
13McnYo2bDvC50ZS8BFROF,acoustic,Quelqu'un M'a Dit,Various Artists,0.425,0.412,Y,
4Y9ZPnecYXbE7KxDVRq0Cm,acoustic,Rather Be,Jasmine Thompson,0.509,0.332,Y,
4dHEQ1W1jRmNjjB0S7vB8V,acoustic,re:stacks,Bon Iver,0.304,0.0813,Y,
5zF2g4x40Ent745t67HvvQ,acoustic,Reminder,Mumford & Sons,0.241,0.188,Y,
6MDTpYxPFL0wtFd0pjfKws,acoustic,Rhythm Of Love,Plain White T's,0.726,0.542,Y,
2EBVfvLVDCMyChanmUXBdz,acoustic,Romeo (Accoustic),Basement Jaxx,0.206,0.473,Y,
6wZI4mdT8JwXgkGURnBQiq,acoustic,Say,John Mayer,0.541,0.723,Y,
25dc7wKgV1HyHIKG3frcme,acoustic,"Sleeping to Dream - Live at the Eagles Ballroom, Milwaukee, WI, 10/28/2003",Jason Mraz,0.195,0.5,Y,
4I2GqMe7L2ccMpUbnDzYLH,acoustic,Somebody To Love,Justin Bieber,0.636,0.839,Y,
3fCJRE4P1uU8dcqEW5mnM6,acoustic,Staple It Together,Jack Johnson,0.786,0.794,Y,
0wU0Ocoi0K4dln92uqwPPH,acoustic,Starships - BBC Live Version,Conor Maynard,0.378,0.251,Y,
3YPiRYIUFlcQ0aaLGmeswS,acoustic,Sunburn - Deluxe Edition,Ed Sheeran,0.234,0.098,Y,
7sDzAu7alAL1hWvL86tSGB,acoustic,Sweater Weather - Spotify Sessions Curated by Jim Eno,The Neighbourhood,0.258,0.165,Y,
4JjPLqECP5E48MXcEc2wzA,acoustic,Tainted Love,Various Artists,0.0724,0.239,Y,
6d0wEqM0jJTNv1asKflGGi,acoustic,Take Me to Church - Live From Spotify London,Hozier,0.287,0.217,Y,
2xs5ckOM6y5ZhQCAokuKFP,acoustic,Teardrop,Newton Faulkner,0.161,0.213,Y,
7tdXvaCZmWZJOrZE9zFXpr,acoustic,The Blower's Daughter,Damien Rice,0.0775,0.192,Y,
46XMysg4VurmyAQ28tshqz,acoustic,The Mess I Made,Parachute,0.173,0.591,Y,
4KSZnP1VFSaytKufyzNbDO,acoustic,The Power of Love,Gabrielle Aplin,0.214,0.297,Y,
2HQWTyTz7VRJ8g0wbXcf7A,acoustic,The Times They Are A-Changin',Various Artists,0.648,0.344,Y,
2XpeEJgRYnKl41tJia9ggT,acoustic,Thought Of You,Justin Bieber,0.521,0.718,Y,
3Xakb20OXM5ZArqHqPTpiZ,acoustic,Through The Dark,Alexi Murdoch,0.189,0.127,Y,
54KFQB6N4pn926IUUYZGzK,acoustic,To Build A Home,The Cinematic Orchestra,0.0735,0.122,Y,
20p75WXHObYQcvc1ffp7ik,acoustic,Trololo Song,Mr. Trololo,0.636,0.613,Y,
1jJXixRlgZuqWlYwKM94Dz,acoustic,Under löven,Melissa Horn,0.547,0.428,Y,
6shRGWCtBUOPFLFTTqXZIC,acoustic,Upside Down,Jack Johnson,0.65,0.655,Y,
1uXHWnZ85lhAf19DRzU3Oz,acoustic,Walking Aimlessly,Anna Ternheim,0.344,0.302,Y,
3KnQSveB0TCz2Lu3TaJWMJ,acoustic,Walking on a Dream,Kate Miller-Heidke,0.0974,0.294,Y,
4cNjkFy1U24mrlbdHcc2Vq,acoustic,Waterfalls,ortoPilot,0.837,0.532,Y,
3h7fGy7n9xhS1PupWW9vJ9,acoustic,We Are Young,Kurt Hugo Schneider,0.486,0.814,Y,
6HJujxcjMmVZhd8z5EpPri,acoustic,Where Did You Sleep Last Night,Nirvana,0.344,0.565,Y,
14rApQTKycs9gNg7hjm9m7,acoustic,White Blank Page,Mumford & Sons,0.299,0.398,Y,
7IByJvSqRFltGyiiIiL4wn,acoustic,Who You Love (feat. Katy Perry),John Mayer,0.691,0.351,Y,
7m2VsHmjyXZegtndWPgxOw,acoustic,Wonderwall,Ryan Adams,0.301,0.22,Y,
4T2SmVJPtDdugk5j5xV1d5,acoustic,You And Me,Lifehouse,0.363,0.428,Y,
0tzvR9hZYdOBveJlgVz6Sy,afrobeat,Afro Disco Beat,Various Artists,0.866,0.682,N,
4bi73jCM02fMpkI11Lqmfe,afrobeat,Ai Se Eu Te Pego - Live,Michel Teló,0.834,0.937,Y,
2pfHT1jlF2OaRaKYNjRfqs,afrobeat,Aluguntugui,Various Artists,0.78,0.837,Y,
5KvVJQzP8rYbxvbYXP3PO1,afrobeat,Amandrai,Various Artists,0.578,0.374,Y,
0JRBZ5RZGLhZKUoDIgaxQc,afrobeat,Amidinine,Bombino,0.699,0.862,Y,
3l33exrFeurvriZ5kfYHvH,afrobeat,Antenna,Fuse ODG,0.849,0.949,Y,
57BqpzkQWkCOxASHhNEZl0,afrobeat,Aon Aon,Tabu Ley Rochereau,0.714,0.358,Y,
25u53mEJMoUkHcBWYavOVT,afrobeat,Asimbonanga (Mandela),Johnny Clegg,0.52,0.252,Y,
00sQAR9xuGbRM7XjWmjZKF,afrobeat,Baai,Blood Diamond,0.968,0.754,Y,
5H9DmxuPTC7UFNQKV5YX3Q,afrobeat,Bad Girl (feat. Wizkid),Jesse Jagz,0.759,0.898,Y,
0bjezk40HOayXIka1MlwDF,afrobeat,Balance,Sara Tavares,0.761,0.737,Y,
5UGxudOejfGzdgfcPQJJ0J,afrobeat,Bandy Bandy,Zap Mama,0.732,0.532,Y,
1IKagUBLAAddwgaU7lfHeh,afrobeat,Beaux dimanches,Amadou & Mariam,0.962,0.899,Y,
1dfXWdnp0hlV3nmyc2stei,afrobeat,Beng Beng Beng,Femi Kuti,0.912,0.879,Y,
7c48tQqkouJP6vIqNxZcLR,afrobeat,Be'smi lah,Amadou & Mariam,0.693,0.818,Y,
5UbCXbC3qipMnrRLS0II0T,afrobeat,Bomper to Bomper,Various Artists,0.36,0.701,Y,
7pnmp2jZvY0vRg6AYE5gi6,afrobeat,Bula Bula,Various Artists,0.842,0.742,Y,
3bidbhpOYeV4knp8AIu8Xn,afrobeat,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,0.847,0.922,Y,
2mFG5xZ9Uz9v4ks0QnwK5i,afrobeat,"Circle of Life - From ""The Lion King""/ Soundtrack",Various Artists,0.553,0.391,Y,
1VN69USWYZV5vqfOqH63z3,afrobeat,Dakar Moon,Various Artists,0.805,0.676,Y,
07O7ypl5bdCKUop3MW7N9F,afrobeat,Diarabi,Boubacar Traoré,0.531,0.455,Y,
2XY16w5EeeqEbDgNkU4NnE,afrobeat,Din Din Wo,Habib Koité,0.886,0.804,Y,
1LclSylnnHUKdrCZjS0V6M,afrobeat,Dirty Money,Antibalas,0.893,0.956,Y,
4H8hksp4inM3qnujTPWW3h,afrobeat,Djôn'maya,Victor Démé,0.302,0.319,Y,
2jB4SD7G7d5F1lI1DCoVJz,afrobeat,Dzoka uyamwe,Oliver Mtukudzi,0.961,0.788,Y,
68eJ1PhtTYkMCl7oYxZW3H,afrobeat,Ekuro,DaVido,0.496,0.825,Y,
6KgrFtfas1ATDwuIiTL3wc,afrobeat,Erdi,Ali Farka Touré,0.775,0.703,Y,
5J4qCKoXwuIBE9iG6KYiOb,afrobeat,Fa - Laay - Fanaan,Baaba Maal,0.964,0.904,Y,
3n9KtxaX0k5n91O7lczbk4,afrobeat,Fire,P-Square,0.967,0.895,Y,
4VnalyV6bH9TnuihhDVIRy,afrobeat,Folon,Salif Keita,0.41,0.126,Y,
0s93E3YsMw1Wgnkih7619p,afrobeat,Ginger (feat. Wizkid),L.A.X,0.964,0.897,Y,
4ewr2YZx2pXsxDTC4mWFob,afrobeat,Grazing In The Grass,Hugh Masekela,0.935,0.71,Y,
6NPVjNh8Jhru9xOmyQigds,afrobeat,Happy,Various Artists,0.962,0.757,Y,
7MR2EsOZadH0QaagQiHCbk,afrobeat,Hold You [Hold Yuh],Reggae Gold,0.494,0.632,Y,
04spFw8MYyF8JtnziscOM7,afrobeat,Holla At Your Boy,WizKid,0.83,0.865,Y,
75fomtP3etOOIJDBAXVawy,afrobeat,Homeless (with Ladysmith Black Mambazo),Paul Simon,0.294,0.27,Y,
4M90HjffovjuEZS0LdlIks,afrobeat,Icole,Oliver N'Goma,0.924,0.712,Y,
4ls2EezIHWWQDLubJzM88f,afrobeat,Il N'est Jamais Trop Tard,Cheikh Lô,0.894,0.483,Y,
3HpqoffTzMozYYZru9qapf,afrobeat,Ilham,Souad Massi,0.657,0.868,Y,
57RNz3JTaBPJVCC7RN1Yqf,afrobeat,Iriarer - Bonus Track,Various Artists,0.307,0.542,N,
5GxgujqhBRtSufmlUpmxTQ,afrobeat,Jambo Bwana,Various Artists,0.526,0.796,Y,
07zDU6jmVdOoWUqloXPlK5,afrobeat,Jamm,Various Artists,0.903,0.667,Y,
3ZykmA3EXxUEEkJstLeEWH,afrobeat,Jeje (feat. Waje),P-Square,0.844,0.861,Y,
5dQ0kTDZeO4BVWLNytsKuv,afrobeat,Jiin Ma Jiin Ma,Orchestra Baobab,0.714,0.548,Y,
5CFdHtJAlGttkKbAJjJEV7,afrobeat,Juru nani - feat. Kasse Mady Diabate,Bassekou Kouyate,0.925,0.59,Y,
7djBn3NwXGGOwwJ6ohUMlX,afrobeat,Kaalu,E.L,0.58,0.893,Y,
24xmFCREF5JiqKBhLHqgKL,afrobeat,King of Kings,Ladysmith Black Mambazo,0.392,0.0522,Y,
1PlLwvh1N9GPTuFT16JBez,afrobeat,Kukere (Master),Iyanya,0.961,0.855,Y,
6cXxiqfG42YDbfUhssJ2d4,afrobeat,L.A.,Habib Koité,0.47,0.316,Y,
0KCwzRvFRkHnttIa7QYoY2,afrobeat,La Puissance,Magic System,0.476,0.8,Y,
2KO00cY85Xc87Ix7yeCCtl,afrobeat,Ledi Coumbe,Ali Farka Touré,0.755,0.449,N,
78AXj5mOndSYhJtEOVmOwI,afrobeat,"Love Me, Love Me, Love Me",Tiwa Savage,0.753,0.886,Y,
3oZRuOFnqVR9Q7mV3bUTzD,afrobeat,Maphuthi,Various Artists,0.966,0.719,Y,
4HMatLN0QNCQjghsYt5wzg,afrobeat,Marabi,Mafikizolo,0.663,0.437,Y,
4RirHqWSEsZLGkLfzdgIH9,afrobeat,Massakè,Habib Koité,0.922,0.85,Y,
7jAfqMJAQuObNZmXdd6BzK,afrobeat,Mbote Ya Pamba,Kékélé,0.828,0.725,Y,
3H7w1mgTAnUnqc7ACVOYhZ,afrobeat,Miri Magnin,Various Artists,0.509,0.802,N,
3NsaHRbQrjK6SZLFn00gpO,afrobeat,Moussoulou,Various Artists,0.94,0.606,N,
7xefa61CMn5FZVmQQQfcuX,afrobeat,Mulatu,Mulatu Astatke,0.722,0.406,N,
0blTOYXnFJ57BmSgXLU7NR,afrobeat,Nakupenda (I Love You),Brenda Fassie,0.924,0.658,Y,
1xO2EVEOoGKPQwtVty5Ubb,afrobeat,Naweye Toro,Ali Farka Touré,0.581,0.419,Y,
4Jh36W007VJNNj0O7TSZRe,afrobeat,Nchi Ya Kitu Kidogo,Eric Wainaina,0.919,0.703,Y,
1GAVbX6rR2EUPNhmkhuuwW,afrobeat,Ndima ndapedza,Oliver Mtukudzi,0.921,0.83,Y,
4DKowjY9GwG1FQgB6UNiGh,afrobeat,Nebe Miri - feat. Theophilus London,Amadou & Mariam,0.74,0.813,Y,
4tOeiJqj6vhXjkckN6T3X5,afrobeat,Never Believe You,Mavado,0.657,0.685,Y,
3EREjXvpkJSZlbwdMLVpig,afrobeat,Nguva Ye Kufara,Chiwoniso,0.682,0.756,Y,
6S1cd5F5cpflZq6bAXQmg1,afrobeat,Nomvula (After the Rain),Freshlyground,0.418,0.295,Y,
1n21ku53K1pMOU9ib6bEdL,afrobeat,Osondi Owendi,Chief Stephen Osita Osadebe,0.511,0.715,Y,
2FgVxc84fG0OQr7v11cloX,afrobeat,Possibility,P-Square,0.882,0.621,Y,
7a37qKKyo2ZrtuBxeaIMvw,afrobeat,Queen Bee,Toumani Diabaté,0.687,0.48,Y,
4Pl8ViAolRF4rK8QBMhKd9,afrobeat,Redemption Song,Bob Marley & The Wailers,0.698,0.259,Y,
37BTh5g05cxBIRYMbw8g2T,afrobeat,Rosanna,TOTO,0.739,0.513,Y,
0diREoDmmI8b1tEo4gTxAg,afrobeat,Sako bê kê,Rokia Traoré,0.834,0.408,Y,
4d4mfz1H6PsC9QPr1w8rfD,afrobeat,Sedjedo,Angelique Kidjo,0.854,0.705,Y,
68uzjRbQBvQ5Te5wOJnbqK,afrobeat,Shakin' The Tree,Youssou N'Dour,0.825,0.639,Y,
63FxESBpp9ZVzg2KrrKWQ8,afrobeat,Simbo,Ali Farka Touré,0.724,0.383,Y,
03tyyOcWAjmBB6XjdxF0w3,afrobeat,Sina Makosa,Les Wanyika,0.711,0.669,Y,
1nS5B50pKajeniz9fCMDnH,afrobeat,Sorrow Tears & Blood,Fela Kuti,0.827,0.78,Y,
3N4gUEMXtxvDhPo5ifI5uX,afrobeat,Spirit of the Forest,Baka Beyond,0.968,0.568,Y,
57x4pgQBAeNqHcUJz0xfo9,afrobeat,Sumun,Salif Keita,0.864,0.925,Y,
1rVyxy6CRo3dB5z5oNKZfc,afrobeat,Swagger,Ruff-N-Smooth,0.915,0.78,Y,
6pHwqpMn46FO8ElgM3U9Wc,afrobeat,Tameyawt,Tinariwen,0.659,0.154,Y,
30JzduBPzHCnaErOkczzin,afrobeat,Tapha Niang,Toumani Diabaté,0.419,0.642,N,
1Ki0itGfXGmStQnPxhimY0,afrobeat,Tenere Taqhim Tossam - feat. Tunde Adebimpe & Kyp Malone,Tinariwen,0.871,0.794,Y,
4ItY4KOgTTHcyOjzbGx4Ip,afrobeat,The Naughty Little Flea,Miriam Makeba,0.872,0.228,Y,
7BjvaB3uKVoGTo7DX1RGkZ,afrobeat,This Land,Various Artists,0.172,0.271,Y,
3aE0O99WPzRZ0UeSX9Boan,afrobeat,Tonight,Burna Boy,0.711,0.624,Y,
1r8V85iUIeGJ5LOFcYbyEo,afrobeat,Umhome,Miriam Makeba,0.561,0.0278,Y,
5AKFwJXmrUmMvH53mvWp5l,afrobeat,Wasuze Otya?,Samite,0.66,0.25,Y,
2lnzGkdtDj5mtlcOW2yRtG,afrobeat,"Whenever, Wherever",Shakira,0.871,0.832,Y,
1NunLmvuc1h62L1kgXbsxQ,afrobeat,Wily Kataso - Live Eclipse,Amadou & Mariam,0.64,0.828,Y,
4SfxzVkGFzgW0U83Y8brVk,afrobeat,Yala,Oumou Sangaré,0.912,0.891,Y,
3F7o4t1uwmrZwym5iNiGbV,afrobeat,Yangiluma Inkukhu (The Biting Chicken),Ladysmith Black Mambazo,0.739,0.347,Y,
6H0nXYPj3l6aSBtq7E6zkv,afrobeat,Ye Te Oh,Papa Wemba,0.688,0.747,Y,
4WJ9gxU84Kv9TSXWfGVpRC,afrobeat,Yori Yori,Bracket,0.948,0.793,Y,
2he169BxArR5AMYlgJIAXr,afrobeat,Zen,Rokia Traoré,0.861,0.458,Y,
6i2YA4WM3FqwyO7UX7XWbx,afrobeat,Zumba,Don Omar,0.838,0.9,Y,
51UtgWS4z1eMPuLQOzPtNH,alternative,Amber,311,0.748,0.727,Y,
3C1TyhKaxnkjQ9A4zswIpW,alternative,An Honest Mistake - CD Album Version,The Bravery,0.618,0.874,Y,
5ERFeK4mZkR0HkUHM1LwTF,alternative,Animal (Miike Snow Cover),Trails and Ways,0.431,0.606,Y,
3e0yTP5trHBBVvV32jwXqF,alternative,Anna Sun,WALK THE MOON,0.34,0.844,Y,
3GvjSNnV16MKMR9cgibIwe,alternative,Another One,The Features,0.888,0.805,Y,
6U5hUX40OWY6l0HaPUWElZ,alternative,Banquet,Bloc Party,0.856,0.939,Y,
4Wvr1YaxNsCujq77dKujys,alternative,Believe,The Bravery,0.517,0.949,Y,
5TM2eqdzfWPHklI7YnBmsD,alternative,Blister in the Sun - 2002 Remastered Version,Violent Femmes,0.89,0.261,Y,
1aB3C7GKpCFgsdhqzfZW0U,alternative,Bloodshake,Peace,0.247,0.841,Y,
1EzeXGaZdqsA4Nst1AIAL2,alternative,Bullet With Butterfly Wings,The Smashing Pumpkins,0.555,0.705,Y,
6sjfQKszy7tDmxEhElQGTt,alternative,Burning,The Whitest Boy Alive,0.864,0.758,Y,
2t0ZYmVXMR36fchq1Egs2d,alternative,By the Way,Red Hot Chili Peppers,0.178,0.976,Y,
1O8d2pWtBclzuY3FctBPVa,alternative,Closer,Kings of Leon,0.235,0.768,Y,
19OUs1NzU15Fe3oSIeTuyG,alternative,Club Foot,Kasabian,0.115,0.912,Y,
7qxxr5CLf8rnIibe4eStzR,alternative,Cold,Various Artists,0.0801,0.129,Y,
3lXYJJYqh2oFL1U3yVec73,alternative,Coming of Age,Foster The People,0.425,0.955,Y,
0CSTvWUps1YmpQoXXay9ol,alternative,Cosmic Love,Florence + The Machine,0.0827,0.803,Y,
1p5fFes80K9IPnZFqNca53,alternative,Cousins,Vampire Weekend,0.808,0.809,Y,
1tT1tIZAINzFZyjoPKtg7C,alternative,Dammit,Various Artists,0.287,0.975,Y,
5wvYib82q05wiNjLElD8GJ,alternative,Dig,Incubus,0.463,0.895,Y,
3jfr0TF6DQcOLat8gGn7E2,alternative,Do I Wanna Know?,Arctic Monkeys,0.405,0.532,Y,
1IGkKaoHZLodoscIoHVia0,alternative,Do You Want To,Franz Ferdinand,0.748,0.939,Y,
4HRa9ZWcmZ8JD7UySPu0wT,alternative,Don't Stop (Color on the Walls),Foster The People,0.79,0.948,Y,
6eGopKq3yJdP8VO0P6n07Q,alternative,Easy Way Out,Gotye,0.696,0.737,Y,
5PK1JCSdr34gWgzYHgt3Jq,alternative,Feeling Good,Muse,0.267,0.418,Y,
33ytgjBqchYHhhRfKWMCvH,alternative,Fell In Love With A Girl,The White Stripes,0.379,0.977,Y,
04xogwJOuihGJT6oUatJ1N,alternative,Flood's New Light,Thee Oh Sees,0.778,0.832,Y,
7c3nNKoU8YQZP0b9iY1DPr,alternative,Free,Twin Atlantic,0.212,0.932,Y,
2xXaSJNH5LfCXz5FHhnoSg,alternative,Gasoline,Alpine,0.802,0.622,Y,
2Foc5Q5nqNiosCNqttzHof,alternative,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.862,0.811,Y,
0wzRcekWyVCSyPtlPOeJau,alternative,Go With The Flow,Queens of the Stone Age,0.415,0.991,Y,
7wMq5n8mYSKlQIGECKUgTX,alternative,Hall of Fame (feat. will.i.am),The Script,0.629,0.873,Y,
5dTHtzHFPyi8TlTtzoz1J9,alternative,Helena,My Chemical Romance,0.0857,0.96,Y,
35aNHKBZWXXbL9KQK7O5Nk,alternative,Hurricane,MS MR,0.262,0.68,Y,
3bwAS8cN7Xtzvv5UurJOOX,alternative,I Am the Highway,Audioslave,0.2,0.662,Y,
73rXtIItWU8symwYF0bEB8,alternative,I Don't Care,Fall Out Boy,0.516,0.923,Y,
0MTHQlWgo6iCNjXgM5Z9fr,alternative,I Gave You All,Mumford & Sons,0.0557,0.296,Y,
1RwwmiVtLAtPmxAqKVfwgG,alternative,I Wanna Get Better,Bleachers,0.385,0.891,Y,
07bEZWP1PqS5jCR0iiz1zt,alternative,In Bloom - Nevermind Version,Nirvana,0.592,0.851,Y,
0jBE7Fn78EAvmIs3dCd6GO,alternative,Is This It,The Strokes,0.846,0.692,Y,
2SMn57cBVxoD4TArscpovk,alternative,Islands,The xx,0.707,0.472,Y,
01nkjRsgpYwtbH94l7y4cg,alternative,Itchin' on a Photograph,Grouplove,0.268,0.877,Y,
2oSpQ7QtIKTNFfA08Cy0ku,alternative,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,0.797,0.894,Y,
3l8dM1wjgFh98jpiq5ZCe7,alternative,Jump into the Fog,The Wombats,0.671,0.897,Y,
3RsjkOS5Dou8j3AM9ssgpy,alternative,Lazy Eye,Silversun Pickups,0.333,0.809,Y,
7v9Ne4758aGFfFc5avh89h,alternative,Let's Dance to Joy Division,The Wombats,0.764,0.839,Y,
1ujkNl9ASh78Y6WbmWDGG4,alternative,Love Run Dry,Owl Eyes,0.52,0.674,Y,
6mVD1SfTvlFAPVi7txFL5H,alternative,Machu Picchu,The Strokes,0.874,0.817,Y,
0c4IEciLCDdXEhhKxj4ThA,alternative,Madness,Muse,0.218,0.417,Y,
48O6kz322Dzu1R6Al5147q,alternative,MakeDamnSure,Taking Back Sunday,0.432,0.837,Y,
6GN5zYolF7fqhb1w0ujqj5,alternative,Miracle,The Temper Trap,0.19,0.52,Y,
6SpLc7EXZIPpy0sVko0aoU,alternative,Misery Business,Paramore,0.731,0.906,Y,
2aCsRmHTuWPL7WnL5uSijc,alternative,Miss You,Foster The People,0.113,0.994,Y,
