id,genre,track_name,artist_name,valence,energy,lyric,mood
497RhabXN14IDFq6BMzqED,comedy,This Woman I Met,Steven Wright,0.0303,0.995,,
5jPV3O9mmO8eLbURAfAbGT,comedy,THREE,Daniel Tosh,0.346,0.945,,
4Bi2jtOAYPvjMnHVieDMCw,comedy,Tom Brady,Artie Lange,0.146,0.964,,
4oDzrg91OGXYHJvoB2NjmG,comedy,Travel,Dave Attell,0.387,0.71,,
3ESxGLMBnrktn7ean4jEn0,comedy,TWO,Daniel Tosh,0.173,0.981,,
1sMlXguBgXKArge6SoW9pE,comedy,Valentine's Day,Lewis Black,0.0401,0.812,,
4brZr6Pwl0pMFfExfK3viL,comedy,Vinyl Midlife Crisis,Marc Maron,0.577,0.664,,
13C9d8slrZ2TwxwgoGPEVy,comedy,Visiting Scotland,Billy Connolly,0.0395,0.651,,
4IoAZAJV3QcUSGsDQOgjv2,comedy,Walking With Dinosaurs,Aziz Ansari,0.749,0.601,,
6W4V7BiQv7hcVFQxDPVi78,comedy,Weddings,Jim Gaffigan,0.234,0.981,,
3Pz27DBpBnAB42wsxH3dEB,comedy,Woman Who Doesn't Sleep with Men,Cameron Esposito,0.289,0.535,,
71Na8M1MC7nOI98gd10V1F,comedy,Women,Bob Odenkirk,0.503,0.346,,
4x60VisgAyn19mRvBUPQBg,comedy,Women's Movement,Natasha Leggero,0.474,0.823,,
5hyV7awSl7X4RrEklCBMvL,comedy,World Tour,Gabriel Iglesias,0.344,0.913,,
4BPkkDhlYHx9zhv3vaOxJw,country,A Love Like This,Thompson Square,0.462,0.856,Y,
4L9TrvjOnUjOVqPusbCQfs,country,Ain't Nothing 'Bout You,Brooks & Dunn,0.72,0.857,Y,
1XDzDF2lUxBqpHDUVJGzbF,country,Alabama,Cross Canadian Ragweed,0.653,0.832,Y,
2mfahQ0EaaZWq4cFNg6A1o,country,All On Me,Devin Dawson,0.635,0.668,Y,
2dRPQFwPqAmc42mDRnsDQu,country,All-American Girl,Carrie Underwood,0.77,0.805,Y,
7GxfINgatbVk4EM7sVW4xr,country,Almost Over You (feat. Randy Houser),Jessie James Decker,0.264,0.892,Y,
2TAcwD5KcV9uY3O1tLGV15,country,Are You Gonna Kiss Me Or Not,Thompson Square,0.613,0.701,Y,
5gtH9XiaGUxnI8Wgrc9wgx,country,Be Yourself,Seth Alley,0.197,0.637,Y,
7LvK43IERbcLsuabmyKQgi,country,Beautiful Mess,Diamond Rio,0.376,0.817,Y,
0VWPd2zYt1430jL6XtUjep,country,Bop,Dan Seals,0.975,0.575,Y,
7aftSOGSOpSoIlVAQVBb71,country,Break Up In A Small Town,Sam Hunt,0.434,0.776,Y,
06gD2ZtK3Dzc1BYqWExQJJ,country,Broken Halos,Chris Stapleton,0.538,0.564,Y,
0PsBdKWnOQGMo9smobflvy,country,Bubba Shot The Jukebox,Mark Chesnutt,0.866,0.648,Y,
5Fxizz8oqR40JA4kLh79Ot,country,Chevrolet DJ,Cole Swindell,0.638,0.717,Y,
0nprj2O0teCglthuhzTG5o,country,Chicks Dig It - Single Edit,Chris Cagle,0.703,0.921,Y,
292hQrFkBjVmbHRqGVqBta,country,Cleaning This Gun (Come On In Boy),Rodney Atkins,0.677,0.798,Y,
0VU5k3vCrpqDgUygMjiFYj,country,Copperhead Road,Steve Earle,0.706,0.588,Y,
5Luq6Gx6Y6YXYdvPiLPOxf,country,Crazy Over Me,Dylan Scott,0.412,0.617,Y,
07sa7qkxpemze5BBE7jufs,country,Dance with Me (feat. Kelsea Ballerini),Morgan Evans,0.462,0.519,Y,
7A5CReD6yWe0rrkJym34QI,country,Do I,Luke Bryan,0.299,0.691,Y,
3I7krC8kr0gFR7P6vInR1I,country,Do I Make You Wanna,Billy Currington,0.521,0.747,Y,
7J9ARWRkMtXMYeF8RxJEjn,country,Don't Close Your Eyes,Keith Whitley,0.285,0.228,Y,
4JNdKmSZRsYDBwhIgZpa5M,country,Don't Tread on Me (feat. Earl Dibbles Jr.),Granger Smith,0.58,0.899,Y,
0RFgvrhkf9FiDRLA0BhzpZ,country,Drift Away,Uncle Kracker,0.861,0.66,Y,
1cktZnxiONH0hR6Q3DKy8h,country,Drink In My Hand,Eric Church,0.946,0.913,Y,
0Nu9WA8kEbBWEsay2s8Q0U,country,Even If It Breaks Your Heart,Eli Young Band,0.574,0.527,Y,
3wAvQDESfTvW50J5Gu4Zbs,country,Folded Flag,Aaron Lewis,0.122,0.437,Y,
4zhSO5tu9NduAaq7KxhHhS,country,Fool Hearted Memory,George Strait,0.644,0.397,Y,
5995mHLcqAJBX60f3iaCeq,country,Forty Hour Week (For a Livin'),Alabama,0.435,0.255,Y,
66rVt7PbwyKlu6CK6rxyAi,country,Friday Night,Eric Paslay,0.722,0.841,Y,
7xoBJ4hih949Jeu5ZfzBai,country,Gimmie That Girl,Joe Nichols,0.675,0.9,Y,
0eHT8N5YQglv8cYYizXvSw,country,Good Morning Beautiful,Steve Holy,0.242,0.5,Y,
6rJAu6uq9E0uxcZnQ4J2yH,country,Growin' Up,Walker McGuire,0.385,0.814,Y,
5UJWS1fXHh3zfmM2tjEnuX,country,Guns & Roses,Drew Baldridge,0.722,0.882,Y,
05BgC2247XGi8ySwBzOO0o,country,Heartbeat,Carrie Underwood,0.435,0.766,Y,
0U4R6UqrJo43TmImPku9H8,country,Heartland - Pure Country/Soundtrack Version,George Strait,0.695,0.89,Y,
4pYd8dIohiqc3KsxSRqf0w,country,Hello Beautiful,Noah Schnacky,0.313,0.472,Y,
1vtlFENFwePxExgcz8STd8,country,Hold You Back,Ryan Hurd,0.645,0.629,Y,
2cxU72H3CkiHJKiJhOj1Rm,country,Home With Her,John Gurney,0.508,0.614,Y,
2lvJIKJYyV9gkQVN1NoSMg,country,"Honey, I'm Home",Shania Twain,0.815,0.747,Y,
4Pn0JlCUusD2QHjADuOzuV,country,Humble And Kind,Tim McGraw,0.137,0.48,Y,
6APx8Wqrsplu8sThFqutwn,country,I Could Kick Your Ass,Justin Moore,0.555,0.655,Y,
3nKLfeoq3YedJIZqvRW3Qz,country,I Don't Need Your Rockin' Chair - Version w/special guests,George Jones,0.696,0.589,Y,
4Az17HfqonKSWNsaLgTBeK,country,If I Told You,Darius Rucker,0.308,0.64,Y,
609qKv3KPAbdtp0LQH2buA,country,I'll Name the Dogs,Blake Shelton,0.763,0.87,Y,
4Vxu50qVrQcycjRyJQaZLC,country,Life Changes,Thomas Rhett,0.809,0.845,Y,
04Dc0mKBoPmK6DuutvxQjf,country,Life's a Dance - 2011 Remaster,John Michael Montgomery,0.671,0.555,Y,
2Wj1AZdBPMA1mkuuoTfOPg,country,Lonely Call,RaeLynn,0.243,0.722,Y,
6eKhWSDPM9cDicwsBCvUwB,country,Love That About You,Filmore,0.525,0.573,Y,
2QVzUws1l5mzZ4v46tGHrC,country,Love You Like That,Canaan Smith,0.723,0.766,Y,
6Q6pcWl4SZmI5G21PIhKUG,country,Make It Sweet,Old Dominion,0.456,0.859,Y,
4e4fqjx0Izh4svvTef1z7e,country,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.589,0.772,Y,
3GzKRcrUxAwwAYt47Of3N4,country,Memory Won't Let Me,Brett Young,0.504,0.724,Y,
5hKWxI3WgM6KofSgJreAFo,country,Midnight In Montgomery,Alan Jackson,0.123,0.253,Y,
2MNapHbu7QASoukvVVIxyr,country,Mind Reader,Dustin Lynch,0.525,0.8,Y,
13WxL3gtXqI3CI7TlYDLqP,country,My Hometown,Charlie Robison,0.567,0.503,Y,
7BjHAdAqV8qeCgslEI460p,country,New Hometown,Mike Ryan,0.482,0.784,Y,
0OlS52TmtK2gPaEtdmr7DN,country,No Such Thing as a Broken Heart,Old Dominion,0.945,0.782,Y,
6LCEyZZHFF4ebF1Mike1s5,country,Not Ready to Make Nice,The Chicks,0.288,0.554,Y,
3SRuODYNV4j2ckkJ9Samju,country,Nothing On But The Radio,Gary Allan,0.664,0.736,Y,
3GgpNSCZrgp8O4al5gwdRu,country,"One Boy, One Girl",Collin Raye,0.252,0.483,Y,
338arfXmD9XaESFjfcQLsg,country,One Wing In The Fire,Trent Tomlinson,0.412,0.526,Y,
60OYLqg97AaTov6Kd4VZFr,country,Only in America,Brooks & Dunn,0.728,0.903,Y,
5kCsIDXG306DriJZ2gViLt,country,Outlaw Women,"Hank Williams, Jr.",0.204,0.148,Y,
0b1Xx3vUapY6ZOqbPMcpDq,country,Outta Style,Aaron Watson,0.873,0.886,Y,
567gPvGfxxKoZxDKqM9tEl,country,Parallel Line,Keith Urban,0.481,0.477,Y,
3RAy86KYMKfRViQeGpF5mh,country,Prayed for You,Matt Stell,0.561,0.68,Y,
0ExiKxfY5rHBW06TcV1xXU,country,Queens Don't,RaeLynn,0.571,0.695,Y,
2HJ5wMy8ENB5BaS2xx81R7,country,Redneck Girl - Rerecorded,The Bellamy Brothers,0.88,0.849,Y,
3l4ocz4JRx92xTAnqNTgGG,country,Right Girl Wrong Time,Jon Langston,0.217,0.721,Y,
7pxhKtuTwofDIdgHx2DcVK,country,Seein' Red,Dustin Lynch,0.858,0.808,Y,
2ulBBx6YQ3qY3ci34RadtN,country,She's In Love With The Boy - Single Version,Trisha Yearwood,0.758,0.698,Y,
72iAaOAsrBYa4U0VV7cHFd,country,Sunday Morning,Parmalee,0.525,0.716,Y,
5fTZIshfPjqpcfDI8vrgtT,country,Swingin' With My Eyes Closed,Shania Twain,0.349,0.599,Y,
1TKlBK9cSrM5u4CiL4SETS,country,Talladega,Eric Church,0.562,0.677,Y,
42fw0rxRO2xbesF6mJfd4Y,country,Tequila,Dan + Shay,0.494,0.581,,
79gWHNuqA0aOvINjxOD3VJ,country,That's My Job,Conway Twitty,0.231,0.231,,
5HGibWoxnkYSkl6mHmAlOE,country,That's My Kind Of Night,Luke Bryan,0.875,0.751,,
1LDeuD3jbSpHucsd0nOt6t,country,The Driver,Charles Kelley,0.156,0.321,,
2x0l9ZSlFXlDTByKu5NXdK,country,The Ride,David Allan Coe,0.513,0.436,,
6vgN6KGstss0GnBbKlMNK9,country,The Way You Love Me,Faith Hill,0.734,0.716,,
48tAdjG4ng2JfECa7OQujk,country,The Weekend,Brantley Gilbert,0.692,0.812,,
4Mncwn3GoNWdyXLWrcRJpW,country,The Whiskey Ain't Workin' (feat. Marty Stuart),Travis Tritt,0.893,0.632,,
5jFid6SUnYqohvNvNuZvIz,country,These Are My People,Rodney Atkins,0.63,0.896,,
7kCXmYJeltdnCMMsfwaCsf,country,Thought About You,Tim McGraw,0.28,0.745,,
0AkZjWYCMJ8wWiNex7LmkY,country,Travelin' Soldier,The Chicks,0.508,0.365,,
2rtaCqqM8hotwXKThsbKWb,country,Tried To Tell Ya,Brantley Gilbert,0.463,0.802,,
3l3zmp7lXkui2tjJj12DbS,country,Until My Voice Goes Out,Josh Abbott Band,0.59,0.816,,
5KSPTbvoKVN1kLGcubdtIr,country,Wanted,Alan Jackson,0.299,0.199,,
4Iv8YSSJfM4LE66TZNGpbX,country,Weekend,Kane Brown,0.836,0.706,,
0r8iDf65NHgFgZOGLwj5r8,country,What Was I Thinkin',Dierks Bentley,0.933,0.825,,
6NBaOUmCVpNAaqBDFiJkCn,country,When I Said I Do (with Lisa Hartman Black),Clint Black,0.184,0.411,,
28dfxTgOAmwM1DhplcIB7G,country,When It Comes To Loving You,Jon Langston,0.552,0.534,,
4MkzApk3namWbVhJwyMUs7,country,While We're Young,April Kry,0.473,0.81,,
1tpLxOKuAaRCViAxf2pgNr,country,Whiskey Lullaby,Brad Paisley,0.195,0.333,,
48soTbO64fT2Xw3xxvAXY5,country,Whoever Broke Your Heart,Murphy Elmore,0.646,0.745,,
6hOHH3nj5VI7IskIUic0WQ,country,Yesterday's Song,Hunter Hayes,0.738,0.903,,
3sAmnQGObkWOjQqxt5VLeW,country,You're Drunk,Brandy Clark,0.853,0.864,,
6x2xqg5fQNu9dNCXu83ezE,dance,Acceptable in the 80's,Calvin Harris,0.919,0.804,Y,
1pKYYY0dkg23sQQXi0Q5zN,dance,Around the World,Daft Punk,0.841,0.795,Y,
0xHajFt9da19XukzC2z1Sk,dance,Attak,Rustie,0.749,0.853,Y,
1K1GxvZjBVM6xE718Ow7ir,dance,Bang Bang Theory - Instrumental Mix,Various Artists,0.779,0.938,Y,
2Y3cUWZGxZW6iJ0Mq5CnfR,dance,Bax,Mosca,0.8,0.733,Y,
4YfyFFQT3C2DmJAO8bZPRy,dance,Break the Rules - Tiësto Remix,Charli XCX,0.415,0.982,Y,
4cQYbGTwyGjE7buhheL49Z,dance,Bring It Back Now,Sudden Beatz,0.182,0.736,Y,
7jGxXikmvmN7SYwL3pU5tP,dance,Chicago Swing,Various Artists,0.691,0.927,Y,
1U3oH5CRRcjT5TT69b6eYl,dance,Chimes,Hudson Mohawke,0.542,0.693,Y,
3G7XYAwtxtoGK7fAm4IlD9,dance,Classic Man (feat. Roman GianArthur),Jidenna,0.585,0.585,Y,
4s3CHmungRHAI5ho2edqXb,dance,Cry For You,September,0.96,0.878,Y,
2hQCzcb3qyZirWzOD5Yzoj,dance,D.A.N.C.E.,Justice,0.531,0.961,Y,
3Shhk3rJfbvCyc1k96kCAL,dance,Deep Inside,Various Artists,0.829,0.944,Y,
4bciEWCPPeR2UiVloDyUc5,dance,"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",Cash Cash,0.335,0.765,Y,
6ird9di2OtZzXIRoUcmoah,dance,Dizzy,Dimmi,0.641,0.51,Y,
5j0FoZi8Z7vCrO1JTn3Th2,dance,Don't Matter (feat. Darianna Everett),Cherokee,0.524,0.518,Y,
0Gcj2vsg4VBmkArxOEfrEs,dance,Falling Away,Seven Lions,0.118,0.817,Y,
5o7WjcS5V8RWbfpySZgsm6,dance,Feelin' Good,JYRA,0.342,0.837,Y,
7fmiacHry6ejd9TRatS3U8,dance,Firing Line - Original Mix,jackLNDN,0.406,0.427,Y,
2BF1X5nkYYSb0AUTRaGkDm,dance,Forbidden Voices,Martin Garrix,0.3,0.711,Y,
0No3vuSRm3n2lOx5ctyJcL,dance,Free - Radio Edit,Ultra Naté,0.741,0.915,Y,
37l1GLxCvuUrP1qyg3dM3Z,dance,Ghost,Louis La Roche,0.597,0.869,Y,
4zFgZQEatsyUhLhDtClcKl,dance,Ghost - Oliver Nelson Remix,Ella Henderson,0.674,0.825,Y,
1H56xG4G9jDKNJaYMdBmmG,dance,Giant In My Heart,Kiesza,0.414,0.64,Y,
7Kyd4VLgRg4x3VuzcY9p3T,dance,Girls from San Remo,Various Artists,0.38,0.939,Y,
0KL7GdKXJWK2jQJyreA5Un,dance,Giving It All,Bondax,0.693,0.916,Y,
60YOWgoVRRrf1ghA63DKa2,dance,Gold (feat. Yuna),Adventure Club,0.189,0.675,Y,
4H8rKQSD1a8qgG8Jwy82MR,dance,Gold Dust - East & Young Remix,Galantis,0.264,0.861,Y,
5W3cjX2J3tjhG8zb6u0qHn,dance,"Harder, Better, Faster, Stronger",Daft Punk,0.692,0.716,Y,
7vqUr6K2Js9Paq4kdNSOm6,dance,Here for You (feat. Ella Henderson),Kygo,0.376,0.772,Y,
4eDymb0xGdS0x1wmS2RFsb,dance,Hit It Up,Various Artists,0.956,0.772,Y,
6hj7rfEI1u8xIL60V1uUKt,dance,Holdin On,Flume,0.217,0.436,Y,
0aYEXy3kLNLQo7wEmHN5df,dance,Hollywood feat. Nacho Pop,Wongo,0.702,0.771,Y,
5xgVwIFfrm3yhLByAKzeYs,dance,Home,Mount Dreams,0.342,0.643,Y,
4q6s5t2iLJ3jUOhhonHawJ,dance,Hot - French Edit,INNA,0.365,0.976,Y,
3S3s6mkV0bRTdhE1lkJtbj,dance,Hotdog,Simian Mobile Disco,0.932,0.861,Y,
6nmz4imkDcmtwMjocAzFSx,dance,Hotline Bling,Drake,0.585,0.623,Y,
0sxvPuybHVMwEvCSfbJDM6,dance,I Can Be Somebody (feat. Erin McCarley),Deorro,0.238,0.482,Y,
3zQmlYEeUyqnEE1n8NGPCQ,dance,I Can't Understand,Chocolate Puma,0.506,0.957,Y,
58yIGf2A64MXsTEumekL4H,dance,I Just Can't (feat. Jeremih) [Radio Edit],Crookers,0.523,0.789,Y,
7tyJFB3jI3zyUNI38rhLUG,dance,I Want U,Alison Wonderland,0.388,0.825,Y,
0keVz9afXZ01IaXcwGMf4Z,dance,I’ve Been Waiting,Acaddamy,0.587,0.885,Y,
7mBNvOFeIycEYeGedJWbbg,dance,Ibanez,A-Trak,0.549,0.751,Y,
4XXdQctUlL1FOmHBbdLkIp,dance,Illmerica,Wolfgang Gartner,0.145,0.718,Y,
42nkVBjWYVhiijbof5zySm,dance,Indian Summer,Jai Wolf,0.0394,0.824,Y,
3LKis9Wx1BtM3YtTsv5XQk,dance,Kick Out The Epic Motherf**ker - Vocal Version,Dada Life,0.319,0.866,Y,
5gU5CMB4VKKjcLsSXavaDD,dance,Kingpin (feat. Big Sean) - Wuki Remix,RL Grime,0.643,0.965,Y,
4vS8VaBwJJV5Ry7UFIQuoo,dance,Lean On (feat. MØ & DJ Snake),Major Lazer,0.274,0.809,Y,
0qDSP2YloyLkDan7LKdE7d,dance,Like That,Pantheon,0.42,0.697,Y,
0pwtfMiQ355EOetR7PNP60,dance,Love,Simian Mobile Disco,0.503,0.918,Y,
0xCmwofyCiXdhoBsMSNj2w,dance,Love Myself,Hailee Steinfeld,0.322,0.768,Y,
3B1sGmhpYRrM7Qu4agZy9m,dance,Love Sublime,Tensnake,0.485,0.709,Y,
7z6ODS2PxZJA1xHnbUcuc0,dance,Love Too Deep - Radio Edit,Various Artists,0.88,0.889,Y,
7MVsgq9O2aZkEWfIRsGbGh,dance,Make the World Go Round (feat. R. Kelly) - Gigamesh Remix,DJ Cassidy,0.86,0.616,Y,
0a53p8UzpQD0uW1hFUB4oF,dance,"Music Sounds Better With You - 12"" Club Mix",Various Artists,0.378,0.615,Y,
6TrQ48V7OkfRDOMy8IR7Pf,dance,Myheart (feat. Kimtoo),Niconé,0.436,0.62,Y,
00cJC0Q48bwNMLEo5V5gxU,dance,No One (feat. Thelma Plum),Golden Features,0.255,0.549,Y,
3DkXOtNAPS06T91InKSZf8,dance,No Way Back (Vocal Mix),Various Artists,0.329,0.883,Y,
5auepChUKwbHO1NWBwqGBN,dance,One Last Night On Earth - Speaker Of The House Remix,Dada Life,0.126,0.832,Y,
5M30VEFUfm9V1BiTPof5VM,dance,One Love,Various Artists,0.106,0.679,Y,
17prEM4rYLnsAr9wv8DZuI,dance,Ready 4 Love,Lifelike,0.753,0.976,Y,
5wGLQvq6JoxYZX7V3ymPS5,dance,Ready For Your Love,Gorgon City,0.471,0.753,Y,
1widDGzezTpdiQrol4JG5i,dance,Renegade Mastah - Original Mix,HI-LO,0.636,0.892,Y,
0KPEeNfMk7nqvnUkdDzqM6,dance,Renegades - Astrolith Remix,X Ambassadors,0.412,0.855,Y,
18l712QO2D11uZuCisE8mS,dance,Restless,Hot Since 82,0.364,0.869,Y,
4h6omEIukDMaWJpM70XEHG,dance,Roll the Bass,Major Lazer,0.624,0.941,Y,
7wge1YIXpNuQN0PE0mIRa0,dance,Rumors - Radio Edit,Pep & Rash,0.412,0.807,,
4Pt42ukjERWGtV5CM2tA9P,dance,S.A.X.,Laidback Luke,0.376,0.992,,
65hRZOQkVjmBdusz1N7aOv,dance,Save The World,Swedish House Mafia,0.4,0.665,,
0wSJeDntuftBpsyhRSzZoW,dance,Say My Name,Peking Duk,0.656,0.798,,
6rEc69BeR8xHy3kN1ZFCsX,dance,Selfish,Tensnake,0.62,0.653,,
2ErAwXXUgBGLXwm4IgZRQv,dance,Sexual Healing - Kygo Radio Edit,Marvin Gaye,0.486,0.796,,
55gMhq7JCN9Gg5YOkxfSnv,dance,Shallow Waters,Sonny Alven & Jarand,0.288,0.588,,
4bAmAVdks2Y84VNVVLXFwN,dance,Show Me Love - EDX Remix / Radio Edit,Sam Feldt,0.677,0.665,,
516V4vS25xnGdVgkBWO6Wf,dance,Since I Left You,The Avalanches,0.478,0.916,,
75HXTRhUWcPBO02HqQcTI6,dance,Snap That Neck (Radio Edit),Laidback Luke,0.306,0.675,,
1IFbx5PR6BASAJC8Yd4mch,dance,Something About You,Various Artists,0.62,0.638,,
1S7uWJaZzsJ5FTMtdaXSsM,dance,Spectacular,Seymour Bits,0.731,0.704,,
2qIWuOrAN2aGyAnh6K5nxe,dance,Strangers,Seven Lions,0.517,0.699,,
0DIekYoiwwr1kkTUGmQlSL,dance,Strobe - Radio Edit,deadmau5,0.0712,0.662,,
186hvCTyrni4KT9nwIQ7zS,dance,Superheroes,Daft Punk,0.674,0.74,,
2RpKh7kXSdO8NLrW9VQ46p,dance,Take Ü There (feat. Kiesza),Jack Ü,0.118,0.879,,
49SgioQeGOwNYJJYT4fqmz,dance,"The Other Boys (feat. Kylie Minogue, Jake Shears & Nile Rodgers)",NERVO,0.843,0.844,,
29B5iOEsl6pMnvZke3rcIT,dance,The Veldt (feat. Chris James) - Radio Edit,deadmau5,0.485,0.759,,
6jKf2iGv0L8M5EhLbK4Aqq,dance,Till It Hurts,Yellow Claw,0.23,0.886,,
1w0DGSQ087g6sjCqcXOd3x,dance,Tuna Melt,A-Trak,0.0367,0.993,,
7wQRAgTnBowC3myTLJSSNK,dance,Voyager,Lookas,0.744,0.731,,
7FlKH6mLoqSTTGujm43zfP,dance,Wait,Lemaitre,0.545,0.745,,
04coyVwlPNfsK0icWUd1Lf,dance,We Don't Stop,Kaskade,0.566,0.825,,
2RhnWABnXLFzaqb8wt96mO,dance,West Coast - ZHU Remix,Lana Del Rey,0.368,0.647,,
0BK1M9AjuKwBjfgFUVYuvI,dance,What I Might Do,Various Artists,0.359,0.537,,
53SqGkNJAYLss9AgbduTqQ,dance,With Every Heartbeat,Robyn,0.352,0.869,,
57kR5SniQIbsbVoIjjOUDa,dance,You Know You Like It,DJ Snake,0.247,0.725,,
3qmaExOi8Ujx1s6ylv5kCX,dance,You Were Right,RÜFÜS DU SOL,0.701,0.802,,
1jNEGfg34dZPRSji05Lo19,dancehall,21,TopGunn,0.926,0.401,Y,
6JHQCkTuAFYOhupNBI3Dqm,dancehall,123 (Explicit),Various Artists,0.592,0.889,Y,
5nIMxZSGpVWsjxeyAIrYTw,dancehall,Agony,Mavado,0.798,0.907,Y,
7pRgOCy7jg3Knhb6KE4pOh,dancehall,Anything a Anything (feat. Vybz Kartel),Gaza Slim,0.712,0.867,Y,
196L1SuERLbvmBFlCWaTso,dancehall,Backshot (feat. Lady Saw),Spragga Benz,0.528,0.772,Y,
75n6Bewk6tzR89Tw4N9xyy,dancehall,Bail for Me,Vybz Kartel,0.463,0.826,Y,
17D3ZmXwWQRF8WSqvQeDcY,dancehall,Beautiful,Damian Marley,0.848,0.871,Y,
6lIBaPsu2Q50dXWNybuFaS,dancehall,Bend Over,Various Artists,0.645,0.869,Y,
35Dh7WSf3vVJZ5UYPuXlxk,dancehall,bike back,Various Artists,0.929,0.635,Y,
6WoC463517Qy5g5heKgiQw,dancehall,Can't Satisfy Her,I Wayne,0.74,0.708,Y,
141UaTkN81q1UKSzLQzssY,dancehall,Caribbean Girl (Raw),Aidonia,0.923,0.961,Y,
6VkyzbGSiE3BoP0IrwtvlL,dancehall,Chat To Mi Back,Lady Saw,0.547,0.756,Y,
7qPVJBJmsMRs6RwMffZgnr,dancehall,Chop My Money (I Don't Care) [feat. Mayd],P-Square,0.872,0.846,Y,
1ESGrtkU6wh2wOF0Ezc2GO,dancehall,Coolie Gal - Raw,Various Artists,0.476,0.864,Y,
6lwB2FF7TQU7L8SIER9YSD,dancehall,Dancer's Anthem,RDX,0.714,0.935,Y,
0cYi2oZKIxhJxR2rW6lt5o,dancehall,Deport Them,Various Artists,0.937,0.769,Y,
0MkdY4sr89rhL8tGrfjNaJ,dancehall,Din Mor,Pato Siebenhaar,0.714,0.778,Y,
1CYP0sao02EETQ5YVyrAYQ,dancehall,Django (klar på noget dumt),Wafande,0.861,0.875,Y,
2173xlsBXp3Ug9gwRAoWBO,dancehall,Dream,Various Artists,0.342,0.09,Y,
3930gY02EpWJMAXZCJVaKW,dancehall,Dub A Dub,EaggerStunn,0.651,0.934,Y,
32tYe53z3TFkPHVSOMbFqL,dancehall,Dude (remix),Various Artists,0.928,0.859,Y,
0xWrs2bY4UyaQ3uRm71goW,dancehall,Dye Dye (Raw),Macka Diamond,0.582,0.813,Y,
7v1s1y759AHowWdgSPx3DQ,dancehall,Elephant Message,Elephant Man,0.791,0.861,Y,
0wMGccSxwaLDpDqowlkJT7,dancehall,Ever Blazin',Sean Paul,0.91,0.771,Y,
6nGwWIh0ATJqK9cXbLqDw8,dancehall,Everyone Falls in Love,Tanto Metro & Devonte,0.736,0.702,Y,
1tZCbNnTbzp7ow2TYYZsyE,dancehall,Everything Fi Hold Him,Various Artists,0.813,0.736,Y,
5IRpmH03HXibFqRfRRPlcb,dancehall,Eye Deh a Mi Knee,Sean Paul,0.792,0.799,Y,
5WnrPxk5Tmus7Xd8Pv8JM8,dancehall,Faxe Kondi,Klumben,0.583,0.491,Y,
3hG816iyvxuXwFtzOVJNsh,dancehall,Final Destination - Raw,Mavado,0.881,0.838,Y,
2bvFZtQc3JbD5ZSA6cwvjq,dancehall,Gal a Bubble - Raw,Konshens,0.659,0.737,Y,
5gpurjtFHoaYT1Ji1od1Me,dancehall,Gal A Mad Ova,Various Artists,0.836,0.874,Y,
5bVdO8YlsRAGogStktgh3t,dancehall,Gal Dem Wan Wine,Various Artists,0.764,0.881,Y,
5L35cBIoT8jYsMsy6ngqqU,dancehall,Get Gyal Easy,Popcaan,0.682,0.681,Y,
5mjHJx2xQe679j9dSnqeHR,dancehall,Gi' Mig Et Smil,Wafande,0.847,0.831,Y,
3QJEwInWijuRJ9vgkcDIwg,dancehall,Gimme Likkle One Drop,Ce'Cile,0.777,0.727,Y,
3SCVtAJq8li6HlKfM4M08u,dancehall,Gimme the Light,Sean Paul,0.923,0.761,Y,
1q5TODratFNNhMMu4rI0vf,dancehall,Girls,Beenie Man,0.712,0.842,Y,
5m2C9yTXkC2yzoFJMPmgyX,dancehall,give it to me - raw,Various Artists,0.875,0.724,Y,
6pIhN2XWqNhc6o1YS6ZHVH,dancehall,Good Girl Gone Bad (feat. Konshens),Tarrus Riley,0.739,0.716,Y,
420WdRY6Ym6I8dsQj4diyI,dancehall,Good Like Gold,Various Artists,0.887,0.92,Y,
3YM7POjX0NRhSbCl5pNyx0,dancehall,Gyal A Whine,Various Artists,0.812,0.891,Y,
3oeicU1vhOHoySeNBhSUFv,dancehall,Gyal Bruk Out,Alkaline,0.721,0.652,Y,
32GCWzXNVFVOgie5VbesGH,dancehall,Healing,Lady Saw,0.79,0.751,Y,
43npMiR1tninJBQ7S6vckb,dancehall,Here I Am,Various Artists,0.774,0.605,Y,
54rCkxZ4cHJb3H8RijWmcp,dancehall,Hold Ud,TopGunn,0.774,0.588,Y,
523SLbXzSGXKFRTHNerB2a,dancehall,How We Do It - feat. Bounty Killer,Elephant Man,0.892,0.85,Y,
4ef0XBivRm3M3JWZxTT64n,dancehall,I Know U Want Me [Remix],Mavado,0.294,0.685,Y,
7g4eAVk1bMixDKVJeSzSbn,dancehall,Jah Jah City,Various Artists,0.755,0.758,Y,
1ts1zPbYEXIM97Kc83rby0,dancehall,Jah No Partial - feat. Flux Pavilion,Major Lazer,0.376,0.982,Y,
0tYX2MNBrJpilZEH8k5LOq,dancehall,Karate,Sizzla,0.932,0.914,Y,
6cOrnBtY3jN76BQpYTiD8v,dancehall,Kingston Town,Alborosie,0.554,0.819,Y,
4yGHA3KwHPsWHSZ61iL8si,dancehall,Longing For,Various Artists,0.598,0.579,Y,
4iC4tCChAX8upbTWqfVoJ8,dancehall,Love My Life,Various Artists,0.586,0.767,Y,
